Unnamed: 0,Case,Year,Court,Jurisdiction,Category,Medium,Outcome,Computer Program,Education/Scholarship/Research,Eleventh Circuit,"Eleventh Circuit, Internet/Digitization, Textual work","Federal Circuit, Sculpture, Photograph",Film/Audiovisual,"Film/Audiovisual, Format shifting/Space shifting, Internet/Digitization","Film/Audiovisual, Internet/Digitization, Review/Commentary","Film/Audiovisual, Music","Film/Audiovisual, Parody/Satire","Film/audiovisual, Used in government proceeding",Films/Audiovisual,First Circuit,Format shifting/Space shifting,Format shifting/space shifting,Fourth Circuit,"Fourth Circuit, Photograph, Internet/Digitization",Internet,Internet/Digitization,"Internet/Digitization, Film/Audiovisual",Music,News Reporting,News Reporting Photograph;,News reporting,Ninth Circuit,"Ninth Circuit, Photograph, Review/Commentary",Other visual arts,Painting/Drawing/Graphic,Parody/Satire,Photograph,"Photograph, Review/Commentary",Review/Commentary,"Review/Commentary, Internet/Digitization",Sculpture,Second Circuit,"Second Circuit, Internet/Digitization, Music","Second Circuit, Internet/Digitization, News reporting, Photograph","Second Circuit, Photograph, Review/Commentary, Internet/Digitization, News reporting",Seventh Circuit,Textual Work,Unpublished,Used in government proceeding
0,"Andy Warhol Found. for the Visual Arts, Inc. v. Goldsmith 143 S. Ct. 1258 (2023)",2023,U.S. Supreme Court,U.S. Supreme Court,Painting/Drawing/Graphic; Photograph,Visual,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,"Viacom Int’l v. Pixi Universal, Civ. Action No H-21-2612 (S.D. Tex. Mar. 25, 2022)",2022,S.D. Tex.,Fifth Circuit,Painting/Drawing/Graphic; Parody/Satire,Visual,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Nat'l Acad. of TV Arts & Scis., Inc., v. Multimedia Sys. Design, Inc. No. 20-CV-7269 (VEC) (S.D.N.Y. July 30, 2021)",2021,S.D.N.Y.,Second Circuit,Film/Audiovisual; Internet/Digitization; Parody/Satire; Photograph; Sculpture,Visual,Fair use not found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
6,"McGucken v. Pub Ocean Ltd., 2:20-cv-01923-RGK-AS (C.D. Cal. July 27, 2021)",2021,C.D. Cal.,Ninth Circuit,Internet/Digitization; News Reporting; Photograph,Visual,Fair use found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,"Mattel, Inc. v. Entities Doing Bus. as Unicorn Element, 21 Civ. 2333 (VM) (S.D.N.Y. June 4, 2021)",2021,S.D.N.Y.,Second Circuit,Internet/Digitization; Painting/Drawing/Graphic,Visual,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"Dr. Seuss Enters., L.P. v. ComicMix LLC, 983 F.3d 443 (9th Cir. 2020)",2020,9th Cir.,Ninth Circuit,Painting/Drawing/Graphic; Parody/Satire; Textual work,Visual,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9,"Bain v. Film Indep., Inc. No. CV 18-4126 PA (JEMx) (C.D. Cal. Aug. 6, 2020)",2020,C.D. Cal.,Ninth Circuit,Film/Audiovisual,Visual,Fair use found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,"Noland v. Janssen, No. 17-CV-5452 (S.D.N.Y. June 1, 2020)",2020,S.D.N.Y.,Second Circuit,Photograph; Sculpture,Visual,Fair use found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11,"Solid Oak Sketches, LLC v. 2K Games, Inc., No. 16-cv-724-LTS-SDA (S.D.N.Y. Mar. 26, 2020)",2020,S.D.N.Y.,Second Circuit,Computer program; Film/Audiovisual; Painting/Drawing/Graphic,Visual,Fair use found,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"VHT, Inc. v. Zillow Group, Nos. 17-35587, 17-35588 (9th Cir. Mar. 15, 2019)",2019,9th Cir.,Ninth Circuit,Ninth Circuit; Photograph,Visual,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,"James Castle Collection and Archive, LP v. Scholastic, Inc. and Allen Say",2017,D. Idaho,Ninth Circuit,Ninth Circuit; Painting/Drawing/Graphic; Textual work,Visual,Fair use found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,"Matthew Lombardo and Who’s Holiday LLC v. Dr. Seuss Enterprises, L.P., No. 1:16-cv-09974-AKH (S.D.N.Y. Sept. 15, 2017)",2017,S.D.N.Y.,Second Circuit,Second Circuit; Parody/Satire; Textual work,Visual,Fair use found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
19,"TCA Television Corp. v. McCollum, No. 1:16-cv-0134 (2d Cir. Oct. 11, 2016)",2016,2d Cir.,Second Circuit,Film/Audiovisual,Visual,Fair use not found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"Rosen v. eBay, Inc., No. 2:13-cv-06801-MWF-E (C.D. Cal. Jan. 16, 2015)",2015,C.D. Cal.,Ninth Circuit,Internet/Digitization; Photograph,Visual,Fair use found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,"Adjmi v. DLT Entm’t, Ltd., No. 1:14-cv-00568-LAP (S.D.N.Y. Mar. 31, 2015)",2015,S.D.N.Y.,Second Circuit,Film/Audiovisual; Parody/Satire; Textual work,Visual,Fair use found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
26,"Kienitz v. Sconnie Nation, LLC, 766 F.3d 756 (7th Cir. 2014)",2014,7th Cir.,Seventh Circuit,Photograph,Visual,Fair use found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27,"Neri v. Monroe, No. 11-cv-429-slc (W.D. Wis. Feb. 26, 2014)",2014,W.D. Wis.,Seventh Circuit,Photograph; Sculpture,Visual,Fair use found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
29,"Bouchat v. Balt. Ravens Ltd. P'ship, 737 F.3d 932 (4th Cir. 2013)",2013,4th Cir.,Fourth Circuit,Film/Audiovisual; Painting/Drawing/Graphic,Visual,Fair use found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"Seltzer v. Green Day, Inc., 725 F.3d 1170 (9th Cir. 2013)",2013,9th Cir.,Ninth Circuit,Film/Audiovisual; Painting/Drawing/Graphic; Photograph,Visual,Fair use found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32,"SOFA Entm’t, Inc. v. Dodger Prods., Inc., 709 F.3d 1273 (9th Cir. 2013)",2013,9th Cir.,Ninth Circuit,Film/Audiovisual,Visual,Fair use found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"Morris v. Guetta, No. LA CV12-00684 JAK (RZX) (C.D. Cal. Feb. 4, 2013)",2013,C.D. Cal.,Ninth Circuit,Painting/Drawing/Graphic; Photograph,Visual,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34,"Faulkner Literary Rights, L.L.C. v. Sony Pictures Classics, Inc., 953 F. Supp. 2d 701 (N.D. Miss. 2013)",2013,N.D. Miss.,Fifth Circuit,Film/Audiovisual; Textual work,Visual,Fair use found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,"Balsley v. LFP, Inc., 691 F.3d 747 (6th Cir. 2012)",2012,6th Cir.,Sixth Circuit,Photograph,Visual,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36,"Brownmark Films, L.L.C. v. Comedy Partners, 682 F.3d 687 (7th Cir. 2012)",2012,7th Cir.,Seventh Circuit,Film/Audiovisual; Parody/Satire,Visual,Fair use found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Friedman v. Guetta, No. CV 10-00014 DDP (JCx) (C.D. Cal. May 27, 2011)",2011,C.D. Cal.,Ninth Circuit,Photograph,Visual,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38,"CCA and B, LLC v. F + W Media, Inc., 819 F. Supp. 2d 1310 (Ν.D. Ga. 2011)",2011,Ν.D. Ga.,Eleventh Circuit,Parody/Satire; Textual work,Visual,Fair use found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
39,"Gaylord v. United States, 595 F.3d 1364 (Fed. Cir. 2010)",2010,Fed. Cir.,Federal Circuit,Sculpture,Visual,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,"Reyes v. Wyeth Pharm., Inc., 603 F. Supp. 2d 289 (D.P.R. 2009)",2009,D.P.R.,First Circuit,Photograph; Sculpture,Visual,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
42,"Bill Graham Archives v. Dorling Kindersley Ltd., 448 F.3d 605 (2d Cir. 2006)",2006,2d Cir.,Second Circuit,Painting/Drawing/Graphic,Visual,Fair use found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"Blanch v. Koons, 467 F.3d 244 (2d Cir. 2006)",2006,2d Cir.,Second Circuit,Painting/Drawing/Graphic; Photograph,Visual,Fair use found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44,"Clean Flicks of Colo., LLC v. Soderbergh, 433 F. Supp. 2d 1236 (D. Colo. 2006)",2006,D. Colo.,Tenth Circuit,Film/Audiovisual,Visual,Fair use not found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"Wilen v. Alt. Media Net, Inc., No. 03CIV2524 (RMB) (JCF) (S.D.N.Y. Jan. 26, 2005)",2005,S.D.N.Y.,Second Circuit,Internet/Digitization; Parody/Satire; Photograph,Visual,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
46,"Compaq Computer Corp. v. Ergonome, Inc., 387 F.3d 403 (5th Cir. 2004)",2004,5th Cir.,Fifth Circuit,Painting/Drawing/Graphic; Textual work,Visual,Fair use found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,"MasterCard Int’l, Inc. v. Nader 2000 Primary Comm., Inc., No. 00 CIV. 3802 (HB) (S.D.N.Y. Mar. 8, 2004)",2004,S.D.N.Y.,Second Circuit,Film/Audiovisual; Parody/Satire,Visual,Fair use found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"Kelly v. Arriba Soft Corp., 336 F.3d 811 (9th Cir. 2003)",2003,9th Cir.,Ninth Circuit,Internet/Digitization; Photograph,Visual,Fair use found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,"Suntrust Bank v. Houghton Mifflin Co., 268 F.3d 1257 (11th Cir. 2001)",2001,11th Cir.,Eleventh Circuit,Parody/Satire; Textual work,Visual,Fair use found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
51,"Tiffany Design, Inc. v. Reno-Tahoe Specialty, Inc., 55 F. Supp. 2d 1113 (D. Nev. 1999)",1999,D. Nev.,Ninth Circuit,Painting/Drawing/Graphic; Photograph,Visual,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,"Castle Rock Entm’t, Inc. v. Carol Publ’g Grp., Inc., 150 F.3d 132 (2d Cir. 1998)",1998,2d Cir.,Second Circuit,Film/Audiovisual; Textual work,Visual,Fair use not found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,"Leibovitz v. Paramount Pictures Corp., 137 F.3d 109 (2d Cir. 1998)",1998,2d Cir.,Second Circuit,Parody/Satire; Photograph,Visual,Fair use found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
54,"Columbia Pictures Indus., Inc. v. Miramax Films Corp., 11 F. Supp. 2d 1179 (C.D. Cal. 1998)",1998,C.D. Cal.,Ninth Circuit,Film/Audiovisual; Painting/Drawing/Graphic; Parody/Satire,Visual,Fair use not found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"Ringgold v. Black Entm’t Television, Inc., 126 F.3d 70 (2d Cir. 1997)",1997,2d Cir.,Second Circuit,Film/Audiovisual; Painting/Drawing/Graphic; Photograph,Visual,Fair use not found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,"Metro-Goldwyn-Mayer, Inc. v. Am. Honda Motor Co., 900 F. Supp. 1287 (C.D. Cal. 1995)",1995,C.D. Cal.,Ninth Circuit,Film/Audiovisual; Parody/Satire,Visual,Fair use not found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58,"McGowan v. Cross, 991 F.2d 790, Nos. 92-1480, 92-1584 (4th Cir. Apr. 22, 1993)",1993,4th Cir.,Fourth Circuit,Painting/Drawing/Graphic,Visual,Fair use found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,"Stewart v. Abend, 495 U.S. 207 (1990)",1990,U.S. Supreme Court,U.S. Supreme Court,Film/Audiovisual; Textual work,Visual,Fair use not found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60,"Brewer v. Hustler Magazine, Inc., 749 F.2d 527 (9th Cir. 1984)",1984,9th Cir.,Ninth Circuit,Photograph,Visual,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61,"Sony Corp. of Am. v. Universal City Studios, Inc., 464 U.S. 417 (1984)",1984,U.S. Supreme Court,U.S. Supreme Court,Film/Audiovisual; Format shifting/Space shifting,Visual,Fair use found,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,"Consumers Union, Inc. v. Gen. Signal Corp., 724 F.2d 1044 (2d Cir. 1983)",1983,2d Cir.,Second Circuit,Film/Audiovisual; Textual work,Visual,Fair use found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65,"Jartech, Inc. v. Clancy, 666 F.2d 403 (9th Cir. 1982)",1982,9th Cir.,Ninth Circuit,Film/Audiovisual; Used in government proceeding,Visual,Fair use found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,"Elsmere Music, Inc. v. NBC, 482 F. Supp. 741 (S.D.N.Y. 1980)",1980,S.D.N.Y.,Second Circuit,Film/Audiovisual; Parody/Satire,Visual,Fair use found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,"Dall. Cowboys Cheerleaders, Inc. v. Scoreboard Posters, Inc., 600 F.2d 1184 (5th Cir. 1979)",1979,5th Cir.,Fifth Circuit,Parody/Satire; Photograph,Visual,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
69,"DC Comics, Inc. v. Crazy Eddie, Inc., No. 79 Civ. 3786 (PNL) (S.D.N.Y. Aug. 3, 1979)",1979,S.D.N.Y.,Second Circuit,Film/Audiovisual; Parody/Satire,Visual,Fair use not found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70,"Walt Disney Prods. v. Air Pirates, 581 F.2d 751 (9th Cir. 1978), cert. denied, 439 U.S. 1132 (1979)",1978,9th Cir.,Ninth Circuit,Parody/Satire; Painting/Drawing/Graphic,Visual,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71,"Benny v. Loew's, Inc., 239 F.2d 532 (9th Cir. 1956)",1956,9th Cir.,Ninth Circuit,Film/Audiovisual; Parody/Satire; Textual work,Visual,Fair use not found,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
72,"Google LLC v. Oracle Am., Inc., 141 S. Ct. 1183 (2021)",2021,U.S. Supreme Court,U.S. Supreme Court,Computer Program,Text,Fair use found,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,"Castle v. Kingsport Publ’g Corp. 2:19-CV-00092-DCLC (E.D. Tenn. Dec. 14, 2020)",2020,E.D. Tenn.,Sixth Circuit,News Reporting Photograph;,Visual,Fair use found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,"Rimini St. v. Oracle Int’l Corp., 473 F. Supp. 3d 1158 (D. Nev. 2020)",2020,D. Nev.,Ninth Circuit,Computer Program,Text,Fair use not found,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"Brammer v. Violent Hues Productions, LLC, No. 18-1763 (4th Cir. Apr. 26, 2019)",2019,4th Circuit,Fourth Circuit,"Fourth Circuit, Photograph, Internet/Digitization",Visual,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,"Peterman v. Republican National Committee, No. CV 17-66-M-DLC (D. Mont. Feb. 22, 2019)",2019,D. Mont.,Ninth Circuit,"Ninth Circuit, Photograph, Review/Commentary",Visual,Fair use found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,"Capitol Records, LLC v. ReDigi Inc.",2018,2d Cir.,Second Circuit,"Second Circuit, Internet/Digitization, Music",Audio,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78,"Otto v. Hearst Communications, Inc.",2018,S.D.N.Y.,Second Circuit,"Second Circuit, Internet/Digitization, News reporting, Photograph",Visual,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
81,"Davidson v. United States, No. 13-942C (Fed. Cl. June 29, 2018)",2018,Fed. Cl.,Federal Circuit,"Federal Circuit, Sculpture, Photograph",Visual,Fair use not found,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Lucasfilm Ltd. LLC, et al. v. Ren Ventures Ltd., et al.",2018,N.D. Cal.,Ninth Circuit,"Film/Audiovisual, Internet/Digitization, Review/Commentary",Visual,Fair use not found,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,"Russell Brammer v. Violent Hues Productions, LLC, No. 1-17-cv-01009 (E.D. Va. June 11, 2018)",2018,E.D. Va.,Fourth Circuit,"Fourth Circuit, Photograph, Internet/Digitization",Visual,Fair use found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,"Fox News Network, LLC v. TVEyes, Inc., Nos. 15-3885, 15-3886 (2d Cir. Feb. 27, 2018)",2018,2d Cir.,Second Circuit,"Internet/Digitization, Film/Audiovisual",Visual,Fair use not found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,"Hosseinzadeh v. Klein, No. 16-CV-3081 (S.D.N.Y. Aug. 23, 2017)",2017,S.D.N.Y.,Second Circuit,"Review/Commentary, Internet/Digitization",Visual,Fair use found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
